IsLa[a],IsLb[A],IsLc[A]
-1.229167,1.245833,0.07083333
-1.025,1.370833,-0.8208333
-0.6958333,1.291667,-1.166667
-0.0375,1.15,-1.416667
0.7333333,0.925,-1.491667
1.145833,0.5541667,-1.375
1.416667,-0.2208333,-1.15
1.333333,-0.9208333,-0.7833333
1.233333,-1.208333,-0.3125
1.075,-1.370833,0.6
0.7958333,-1.25,1.120833
0.2958333,-1.191667,1.341667
-0.6166667,-1.004167,1.504167
-1.075,-0.6166667,1.4125
-1.3,0.0,1.225
-1.441667,0.8416667,0.9041667
-1.283333,1.120833,0.4416667
-1.108333,1.345833,-0.3375
-0.8625,1.304167,-1.004167
-0.4916667,1.229167,-1.304167
0.3125,1.0625,-1.470833
0.9416667,0.7875,-1.425
1.25,0.3208333,-1.2875
1.441667,-0.5666667,-1.079167
1.291667,-1.0375,-0.6458333
1.204167,-1.258333,-0.06666667
1.029167,-1.370833,0.8125
0.6916667,-1.3,1.158333
0.05833333,-1.1625,1.408333
-0.7125,-0.9291667,1.5375
-1.108333,-0.5583333,1.433333
-1.416667,0.2041667,1.191667
-1.379167,0.8833333,0.8125
-1.266667,1.2,0.3458333
-1.108333,1.391667,-0.55
-0.8375,1.279167,-1.083333
-0.3291667,1.191667,-1.345833
0.5541667,1.054167,-1.508333
1.045833,0.6958333,-1.425
1.295833,0.075,-1.241667
1.425,-0.7958333,-0.95
1.295833,-1.1125,-0.4916667
1.1375,-1.329167,0.2875
0.8958333,-1.3125,0.9708333
0.5166667,-1.2375,1.279167
-0.3041667,-1.070833,1.495833
-0.9333333,-0.7583333,1.4625
-1.25,-0.2916667,1.304167
-1.466667,0.6125,1.054167
-1.2875,1.070833,0.5916667
-1.158333,1.275,0.0
-0.9875,1.35,-0.9041667
-0.6375,1.241667,-1.225
0.025,1.116667,-1.4
0.8416667,0.8875,-1.470833
1.133333,0.5041667,-1.379167
1.4125,-0.2791667,-1.15
1.35,-0.9041667,-0.775
1.233333,-1.216667,-0.3083333
1.0875,-1.395833,0.5666667
0.825,-1.3,1.058333
0.3416667,-1.208333,1.3625
-0.5333333,-1.041667,1.545833
-1.0375,-0.6958333,1.445833
-1.320833,-0.0875,1.270833
-1.441667,0.7666667,0.9875
-1.304167,1.116667,0.5291667
-1.175,1.320833,-0.25
-0.9333333,1.329167,-0.9583333
-0.5375,1.254167,-1.266667
0.275,1.108333,-1.483333
0.8875,0.8,-1.458333
1.2375,0.3666667,-1.3125
1.479167,-0.525,-1.079167
1.3125,-1.0375,-0.6541667
1.170833,-1.279167,-0.05
1.016667,-1.354167,0.8458333
0.6833333,-1.25,1.216667
0.02083333,-1.116667,1.4
-0.8333333,-0.8833333,1.491667
-1.154167,-0.4791667,1.3875
-1.408333,0.3416667,1.1375
-1.358333,0.9458333,0.7375
-1.220833,1.2,0.2416667
-1.058333,1.379167,-0.6625
-0.7541667,1.258333,-1.116667
-0.2583333,1.1625,-1.35
0.6083333,0.9958333,-1.508333
1.075,0.6583333,-1.391667
1.325,0.05,-1.2125
1.4125,-0.8041667,-0.95
1.266667,-1.129167,-0.5
1.154167,-1.3375,0.25
0.9291667,-1.325,0.9666667
0.5375,-1.279167,1.2625
-0.2666667,-1.104167,1.495833
-0.8791667,-0.8,1.491667
-1.208333,-0.35,1.354167
-1.4875,0.5041667,1.1
-1.345833,0.9916667,0.6666667
-1.2,1.283333,0.08333333
-1.045833,1.366667,-0.8083333
-0.7208333,1.270833,-1.204167
-0.04583333,1.154167,-1.420833
0.7958333,0.9375,-1.4875
1.158333,0.55,-1.3875
1.391667,-0.2416667,-1.179167
1.358333,-0.925,-0.8
1.245833,-1.175,-0.3041667
1.0875,-1.3625,0.625
0.7791667,-1.275,1.070833
0.2958333,-1.1875,1.341667
-0.5833333,-0.9875,1.5375
-1.041667,-0.6375,1.429167
-1.3375,-0.008333333,1.204167
-1.429167,0.8333333,0.9083333
-1.258333,1.166667,0.4375
-1.104167,1.341667,-0.3333333
-0.8875,1.291667,-1.033333
-0.475,1.229167,-1.295833
0.3583333,1.083333,-1.4625
0.9541667,0.7666667,-1.425
1.2125,0.3166667,-1.308333
1.4625,-0.5791667,-1.066667
1.3125,-1.0,-0.6291667
1.170833,-1.275,-0.05416667
1.016667,-1.383333,0.775
0.7083333,-1.295833,1.179167
0.075,-1.15,1.4375
-0.7375,-0.9333333,1.533333
-1.145833,-0.5583333,1.416667
-1.4125,0.2125,1.2125
-1.375,0.9041667,0.8208333
-1.279167,1.179167,0.3333333
-1.120833,1.383333,-0.6083333
-0.8041667,1.295833,-1.041667
-0.3375,1.216667,-1.320833
0.5583333,1.025,-1.520833
1.016667,0.6958333,-1.429167
1.329167,0.0875,-1.229167
1.433333,-0.7541667,-0.9583333
1.279167,-1.133333,-0.5166667
1.1375,-1.333333,0.2708333
0.925,-1.3,0.9875
0.5125,-1.241667,1.2875
-0.3291667,-1.070833,1.470833
-0.9416667,-0.7541667,1.45
-1.225,-0.2708333,1.320833
-1.458333,0.6416667,1.045833
-1.3,1.041667,0.5916667
-1.170833,1.270833,-0.025
-0.9625,1.379167,-0.8666667
-0.6416667,1.245833,-1.216667
0.01666667,1.116667,-1.425
0.8,0.8916667,-1.470833
1.1625,0.5208333,-1.345833
1.4125,-0.25,-1.145833
1.3375,-0.95,-0.7833333
1.245833,-1.208333,-0.3083333
1.104167,-1.383333,0.6083333
0.7958333,-1.291667,1.066667
0.3375,-1.229167,1.333333
-0.55,-1.025,1.554167
-0.9916667,-0.6708333,1.475
-1.304167,-0.0875,1.258333
-1.458333,0.7166667,0.9708333
-1.3,1.1,0.5291667
-1.145833,1.345833,-0.2375
-0.9333333,1.320833,-0.9416667
-0.5666667,1.254167,-1.2875
0.2666667,1.116667,-1.458333
0.9291667,0.8166667,-1.433333
1.2375,0.3416667,-1.325
1.454167,-0.575,-1.104167
1.320833,-1.020833,-0.6416667
1.191667,-1.258333,-0.025
0.9958333,-1.358333,0.8541667
0.6666667,-1.258333,1.1875
0.004166667,-1.129167,1.433333
-0.7833333,-0.8708333,1.508333
-1.1625,-0.5,1.379167
-1.420833,0.2958333,1.125
-1.345833,0.9708333,0.7458333
-1.2125,1.229167,0.2541667
-1.0625,1.379167,-0.6833333
-0.7708333,1.254167,-1.145833
-0.275,1.179167,-1.345833
0.6625,1.0125,-1.491667
1.054167,0.6458333,-1.4
1.3,0.0375,-1.2125
1.441667,-0.7791667,-0.9208333
1.275,-1.116667,-0.4958333
1.133333,-1.35,0.2708333
0.9125,-1.333333,0.9375
0.55,-1.258333,1.291667
-0.2458333,-1.108333,1.5125
-0.8958333,-0.8,1.4875
-1.2125,-0.3291667,1.35
-1.470833,0.5333333,1.125
-1.345833,1.0125,0.6666667
-1.225,1.258333,0.075
-1.033333,1.366667,-0.8125
-0.7083333,1.2875,-1.166667
-0.04583333,1.15,-1.404167
0.75,0.9333333,-1.508333
1.15,0.55,-1.3875
1.425,-0.2375,-1.158333
1.354167,-0.9083333,-0.7958333
1.2125,-1.216667,-0.325
1.1,-1.391667,0.5958333
0.8041667,-1.266667,1.1125
0.3166667,-1.191667,1.354167
-0.625,-1.004167,1.5125
-1.0625,-0.6375,1.425
-1.304167,-0.004166667,1.216667
-1.4375,0.8458333,0.9125
-1.2875,1.133333,0.425
-1.108333,1.333333,-0.3541667
-0.8666667,1.308333,-1.0
-0.4791667,1.208333,-1.3
0.3375,1.054167,-1.491667
0.9375,0.7791667,-1.420833
1.2625,0.3083333,-1.2875
1.466667,-0.5708333,-1.066667
1.295833,-1.058333,-0.6375
1.195833,-1.279167,-0.05833333
1.0375,-1.370833,0.85
0.6833333,-1.3,1.179167
0.04583333,-1.154167,1.416667
-0.7458333,-0.9208333,1.541667
-1.108333,-0.5333333,1.425
-1.429167,0.2375,1.179167
-1.375,0.875,0.8
-1.258333,1.191667,0.3416667
-1.108333,1.391667,-0.5541667
-0.8375,1.275,-1.079167
-0.3416667,1.208333,-1.35
0.55,1.054167,-1.5
1.054167,0.7,-1.408333
1.304167,0.08333333,-1.241667
1.420833,-0.8083333,-0.9666667
1.283333,-1.116667,-0.5125
1.154167,-1.316667,0.3041667
0.8916667,-1.320833,0.9625
0.5041667,-1.245833,1.279167
-0.325,-1.0625,1.5
-0.9208333,-0.7666667,1.470833
-1.245833,-0.3,1.3
-1.479167,0.6166667,1.041667
-1.3,1.079167,0.5916667
-1.15,1.291667,-0.01666667
-0.9958333,1.35,-0.9125
-0.6416667,1.245833,-1.233333
0.02916667,1.116667,-1.4
0.8458333,0.8916667,-1.470833
1.145833,0.5,-1.370833
1.4,-0.2958333,-1.145833
1.358333,-0.9166667,-0.775
1.233333,-1.208333,-0.3
1.0875,-1.416667,0.5791667
0.8041667,-1.304167,1.066667
0.3416667,-1.204167,1.358333
-0.525,-1.033333,1.554167
-1.0375,-0.7,1.45
-1.316667,-0.06666667,1.258333
-1.445833,0.7708333,0.9833333
-1.308333,1.108333,0.5208333
-1.166667,1.329167,-0.2625
-0.925,1.320833,-0.95
-0.55,1.266667,-1.258333
0.2875,1.095833,-1.4875
0.8916667,0.8041667,-1.454167
1.2375,0.3583333,-1.3125
1.479167,-0.5208333,-1.083333
1.308333,-1.029167,-0.6625
1.191667,-1.291667,-0.05
1.016667,-1.358333,0.8375
0.6875,-1.254167,1.216667
0.01666667,-1.129167,1.420833
-0.8416667,-0.9,1.5
-1.158333,-0.4833333,1.391667
-1.404167,0.3375,1.141667
-1.358333,0.9666667,0.7333333
-1.229167,1.2,0.2458333
-1.045833,1.391667,-0.6833333
-0.7416667,1.254167,-1.104167
-0.2625,1.166667,-1.354167
0.625,0.9916667,-1.495833
1.075,0.6583333,-1.379167
1.3375,0.0375,-1.195833
1.429167,-0.8083333,-0.9416667
1.266667,-1.15,-0.5083333
1.154167,-1.345833,0.25
0.9291667,-1.3125,0.975
0.5375,-1.266667,1.270833
-0.2708333,-1.108333,1.491667
-0.8833333,-0.7958333,1.491667
-1.2125,-0.3458333,1.354167
-1.504167,0.525,1.091667
-1.3375,0.9916667,0.6583333
-1.204167,1.295833,0.08333333
-1.029167,1.391667,-0.8
-0.725,1.275,-1.1875
-0.05,1.158333,-1.420833
0.7875,0.9375,-1.483333
1.1625,0.5541667,-1.379167
1.4,-0.2541667,-1.191667
1.354167,-0.9333333,-0.8125
1.25,-1.191667,-0.3208333
1.083333,-1.379167,0.6416667
0.7875,-1.283333,1.083333
0.2916667,-1.175,1.354167
-0.6041667,-0.9791667,1.545833
-1.045833,-0.625,1.4375
-1.333333,-0.02083333,1.204167
-1.4375,0.8416667,0.8958333
-1.2625,1.166667,0.4541667
-1.1,1.354167,-0.3416667
-0.8708333,1.283333,-1.05
-0.475,1.2125,-1.308333
0.375,1.075,-1.454167
0.9541667,0.7625,-1.420833
1.229167,0.3,-1.295833
1.466667,-0.6041667,-1.058333
1.3125,-1.004167,-0.6166667
1.191667,-1.266667,-0.05
1.004167,-1.391667,0.8
0.7083333,-1.275,1.170833
0.06666667,-1.141667,1.441667
-0.75,-0.9416667,1.5375
-1.1625,-0.5625,1.4125
-1.416667,0.2208333,1.191667
-1.375,0.9125,0.8208333
-1.258333,1.183333,0.325
-1.116667,1.391667,-0.6166667
-0.8166667,1.291667,-1.058333
-0.3375,1.220833,-1.329167
0.5708333,1.0375,-1.520833
1.008333,0.6875,-1.433333
1.325,0.09166667,-1.233333
1.445833,-0.7541667,-0.9583333
1.279167,-1.129167,-0.525
1.133333,-1.358333,0.2708333
0.925,-1.3,0.9958333
0.525,-1.233333,1.295833
-0.3291667,-1.079167,1.491667
-0.975,-0.775,1.454167
-1.245833,-0.275,1.3125
-1.4625,0.6458333,1.045833
-1.3125,1.058333,0.5791667
-1.1625,1.275,-0.03333333
-0.9708333,1.370833,-0.8958333
-0.6333333,1.254167,-1.208333
0.02916667,1.108333,-1.425
0.8083333,0.8916667,-1.483333
1.183333,0.5083333,-1.3375
1.429167,-0.2666667,-1.133333
1.345833,-0.9583333,-0.7958333
1.233333,-1.216667,-0.3
1.1,-1.375,0.6041667
0.8041667,-1.295833,1.0875
0.3291667,-1.2125,1.333333
-0.5666667,-1.033333,1.541667
-1.008333,-0.6666667,1.466667
-1.3,-0.06666667,1.258333
-1.470833,0.7375,0.9666667
-1.3,1.1,0.5166667
-1.154167,1.358333,-0.2458333
-0.9333333,1.316667,-0.95
-0.5666667,1.254167,-1.295833
0.2666667,1.1,-1.4875
0.9375,0.8458333,-1.4375
1.2375,0.35,-1.329167
1.445833,-0.5875,-1.104167
1.3125,-1.029167,-0.6791667
1.1875,-1.266667,-0.05416667
1.016667,-1.358333,0.8583333
0.6666667,-1.266667,1.191667
-0.004166667,-1.116667,1.416667
-0.8,-0.875,1.525
-1.154167,-0.5,1.395833
-1.4375,0.3125,1.129167
-1.35,0.9625,0.7375
-1.208333,1.2375,0.2541667
-1.045833,1.3875,-0.6708333
-0.7625,1.241667,-1.158333
-0.2625,1.166667,-1.3625
0.6708333,0.9916667,-1.491667
1.0625,0.6333333,-1.383333
1.3,0.02916667,-1.225
1.429167,-0.8125,-0.9166667
1.283333,-1.120833,-0.4916667
1.145833,-1.35,0.2916667
0.9125,-1.329167,0.9375
0.5458333,-1.266667,1.270833
-0.25,-1.1,1.520833
-0.8916667,-0.825,1.5
-1.233333,-0.3458333,1.345833
-1.475,0.55,1.116667
-1.3375,1.025,0.6708333
-1.208333,1.258333,0.07083333
-1.045833,1.370833,-0.8416667
-0.7083333,1.283333,-1.170833
-0.05,1.1625,-1.4
0.7541667,0.9333333,-1.504167
1.129167,0.5625,-1.4
1.420833,-0.2416667,-1.166667
1.358333,-0.9125,-0.7958333
1.2375,-1.216667,-0.3208333
1.0875,-1.3875,0.5875
0.8208333,-1.266667,1.116667
0.3166667,-1.175,1.354167
-0.6208333,-1.0125,1.508333
-1.083333,-0.6375,1.416667
-1.304167,0.004166667,1.216667
-1.4125,0.8541667,0.9041667
-1.275,1.145833,0.4375
-1.116667,1.3375,-0.3875
-0.8625,1.3125,-1.016667
-0.4791667,1.229167,-1.295833
0.3583333,1.054167,-1.491667
0.9375,0.7791667,-1.425
1.254167,0.3208333,-1.279167
1.475,-0.575,-1.0625
1.3,-1.066667,-0.6416667
1.179167,-1.291667,-0.06666667
1.029167,-1.375,0.85
0.6875,-1.266667,1.204167
0.05416667,-1.1625,1.420833
-0.7541667,-0.9125,1.5375
-1.120833,-0.5416667,1.425
-1.420833,0.2541667,1.183333
-1.395833,0.8791667,0.7958333
-1.2625,1.183333,0.3333333
-1.1125,1.408333,-0.5666667
-0.8333333,1.295833,-1.079167
-0.3375,1.208333,-1.3625
0.5583333,1.045833,-1.508333
1.054167,0.7083333,-1.416667
1.3125,0.0875,-1.245833
1.420833,-0.8125,-0.9666667
1.283333,-1.129167,-0.5
1.145833,-1.3375,0.3083333
0.9,-1.308333,0.9875
0.5166667,-1.25,1.270833
-0.3291667,-1.066667,1.4875
-0.925,-0.75,1.475
-1.245833,-0.2916667,1.304167
-1.495833,0.6125,1.05
-1.3,1.066667,0.5833333
-1.145833,1.3,0.0
-0.975,1.366667,-0.9041667
-0.6583333,1.2375,-1.254167
0.025,1.116667,-1.4125
0.8458333,0.8958333,-1.4625
1.145833,0.4875,-1.3625
1.4,-0.3,-1.154167
1.35,-0.925,-0.7666667
1.229167,-1.204167,-0.2958333
1.083333,-1.404167,0.5958333
0.8125,-1.295833,1.070833
0.3416667,-1.204167,1.358333
-0.525,-1.020833,1.566667
-1.0375,-0.7083333,1.445833
-1.3375,-0.07916667,1.2625
-1.45,0.7791667,0.9916667
-1.3,1.116667,0.5291667
-1.170833,1.3375,-0.2541667
-0.9375,1.316667,-0.975
-0.5416667,1.258333,-1.266667
0.2916667,1.116667,-1.483333
0.8916667,0.8041667,-1.458333
1.233333,0.3666667,-1.3125
1.483333,-0.5416667,-1.083333
1.304167,-1.0125,-0.6541667
1.183333,-1.3,-0.06666667
1.0125,-1.370833,0.8375
0.6916667,-1.254167,1.216667
0.02083333,-1.116667,1.433333
-0.825,-0.8916667,1.491667
-1.170833,-0.4875,1.383333
-1.404167,0.3416667,1.15
-1.354167,0.9791667,0.7375
-1.225,1.208333,0.2291667
-1.054167,1.3875,-0.7083333
-0.7416667,1.266667,-1.116667
-0.25,1.1625,-1.358333
0.625,0.9833333,-1.5125
1.0625,0.6458333,-1.383333
1.345833,0.05,-1.191667
1.429167,-0.8083333,-0.9416667
1.258333,-1.154167,-0.5083333
1.1375,-1.358333,0.2541667
0.9375,-1.320833,0.9833333
0.5416667,-1.2625,1.279167
-0.2958333,-1.108333,1.5
-0.9,-0.7916667,1.491667
-1.208333,-0.3375,1.35
-1.4875,0.55,1.091667
-1.3375,0.9791667,0.6583333
-1.195833,1.275,0.07083333
-1.029167,1.3875,-0.7916667
-0.7333333,1.266667,-1.195833
-0.05,1.145833,-1.429167
0.7625,0.9625,-1.4875
1.166667,0.5708333,-1.375
1.4125,-0.2333333,-1.1875
1.35,-0.9333333,-0.8083333
1.25,-1.204167,-0.3208333
1.091667,-1.370833,0.6333333
0.8,-1.279167,1.079167
0.3125,-1.191667,1.3375
-0.6083333,-0.9833333,1.533333
-1.045833,-0.6375,1.425
-1.333333,-0.004166667,1.208333
-1.445833,0.8166667,0.9125
-1.2625,1.154167,0.45
-1.1,1.366667,-0.3291667
-0.8833333,1.3,-1.033333
-0.5,1.225,-1.316667
0.3625,1.070833,-1.4625
0.9833333,0.7708333,-1.408333
1.216667,0.3,-1.291667
1.458333,-0.625,-1.066667
1.304167,-1.025,-0.6208333
1.166667,-1.283333,-0.05416667
1.0,-1.379167,0.8041667
0.7041667,-1.295833,1.179167
0.05,-1.1375,1.45
-0.7458333,-0.925,1.541667
-1.1625,-0.5666667,1.4
-1.429167,0.2166667,1.191667
-1.375,0.9166667,0.8208333
-1.266667,1.208333,0.3333333
-1.120833,1.383333,-0.6
-0.8208333,1.283333,-1.066667
-0.3333333,1.208333,-1.333333
0.5875,1.041667,-1.529167
1.016667,0.7041667,-1.425
1.320833,0.1,-1.233333
1.4375,-0.7541667,-0.9458333
1.266667,-1.129167,-0.525
1.129167,-1.35,0.2666667
0.9208333,-1.308333,0.975
0.5416667,-1.233333,1.3125
-0.3041667,-1.058333,1.508333
-0.9708333,-0.775,1.445833
-1.241667,-0.2875,1.308333
-1.454167,0.6416667,1.045833
-1.3,1.070833,0.5916667
-1.1625,1.266667,-0.02916667
-0.9708333,1.366667,-0.9125
-0.6291667,1.258333,-1.225
0.02916667,1.1,-1.425
0.8208333,0.8791667,-1.491667
1.1625,0.5083333,-1.345833
1.441667,-0.2625,-1.108333
1.341667,-0.9458333,-0.775
1.208333,-1.241667,-0.3083333
1.095833,-1.4,0.5958333
0.825,-1.266667,1.1
0.3291667,-1.208333,1.345833
-0.5833333,-1.025,1.545833
-1.016667,-0.6833333,1.45
-1.3125,-0.06666667,1.2625
-1.470833,0.75,0.9666667
-1.304167,1.091667,0.5208333
-1.154167,1.345833,-0.25
-0.9291667,1.333333,-0.9333333
-0.5791667,1.254167,-1.3
0.2583333,1.095833,-1.495833
0.925,0.8541667,-1.445833
1.258333,0.3708333,-1.304167
1.458333,-0.5666667,-1.116667
1.308333,-1.045833,-0.6625
1.1875,-1.266667,-0.0625
1.016667,-1.358333,0.8583333
0.6708333,-1.2625,1.1875
0.0,-1.116667,1.425
-0.8,-0.8791667,1.508333
-1.154167,-0.4958333,1.3875
-1.433333,0.3166667,1.125
-1.354167,0.95,0.7208333
-1.1875,1.2375,0.2666667
-1.041667,1.395833,-0.6625
-0.7666667,1.254167,-1.145833
-0.275,1.158333,-1.370833
0.6708333,1.0,-1.491667
1.091667,0.65,-1.383333
1.320833,0.0375,-1.2125
1.4375,-0.8375,-0.9208333
1.254167,-1.116667,-0.5
1.129167,-1.35,0.2958333
0.9083333,-1.329167,0.95
0.55,-1.266667,1.266667
-0.2625,-1.083333,1.529167
-0.8875,-0.8083333,1.491667
-1.266667,-0.3583333,1.341667
-1.483333,0.525,1.1125
-1.308333,1.025,0.6833333
-1.208333,1.270833,0.075
-1.05,1.375,-0.8208333
-0.7083333,1.275,-1.170833
-0.05416667,1.15,-1.408333
0.775,0.9333333,-1.491667
1.116667,0.55,-1.3875
1.425,-0.2291667,-1.1625
1.366667,-0.8916667,-0.8041667
1.233333,-1.2125,-0.325
1.075,-1.408333,0.5875
0.8,-1.270833,1.0875
0.3166667,-1.175,1.375
-0.6041667,-1.0,1.5375
-1.0875,-0.6541667,1.408333
-1.333333,-0.01666667,1.2125
-1.416667,0.875,0.9041667
-1.258333,1.141667,0.4375
-1.116667,1.333333,-0.3666667
-0.8583333,1.304167,-1.020833
-0.4791667,1.216667,-1.291667
0.3625,1.045833,-1.495833
0.9291667,0.7583333,-1.4375
1.2625,0.3208333,-1.270833
1.483333,-0.5708333,-1.05
1.283333,-1.045833,-0.6458333
1.154167,-1.304167,-0.06666667
1.020833,-1.379167,0.8291667
0.7041667,-1.270833,1.2125
0.05416667,-1.1625,1.416667
-0.7791667,-0.9208333,1.529167
-1.120833,-0.5291667,1.425
-1.408333,0.25,1.1875
-1.391667,0.8875,0.7916667
-1.258333,1.1875,0.3375
-1.095833,1.408333,-0.5708333
-0.8208333,1.2875,-1.0625
-0.3708333,1.191667,-1.35
0.5416667,1.0375,-1.529167
1.054167,0.7416667,-1.408333
1.3375,0.1125,-1.2375
1.420833,-0.7875,-0.975
1.279167,-1.1375,-0.525
1.154167,-1.329167,0.275
0.9208333,-1.3125,0.9875
0.525,-1.229167,1.279167
-0.3416667,-1.070833,1.491667
-0.9208333,-0.7458333,1.45
-1.2375,-0.2833333,1.3
-1.495833,0.6041667,1.0375
-1.3,1.054167,0.575
-1.15,1.3,-0.02083333
-0.9583333,1.383333,-0.8833333
-0.65,1.2375,-1.2375
0.02083333,1.108333,-1.433333
0.8666667,0.8916667,-1.466667
1.1875,0.5125,-1.3375
1.416667,-0.3,-1.145833
1.345833,-0.9625,-0.7625
1.220833,-1.2,-0.3125
1.0875,-1.404167,0.6208333
0.7875,-1.291667,1.066667
0.325,-1.191667,1.358333
-0.5333333,-1.020833,1.575
-1.029167,-0.6958333,1.445833
-1.35,-0.1,1.2375
-1.45,0.7583333,0.9833333
-1.291667,1.129167,0.5375
-1.154167,1.345833,-0.2166667
-0.9541667,1.320833,-0.9666667
-0.5625,1.245833,-1.2625
0.2875,1.108333,-1.4875
0.9083333,0.825,-1.441667
1.2125,0.375,-1.325
1.495833,-0.5416667,-1.083333
1.3125,-0.9958333,-0.6541667
1.170833,-1.2875,-0.05833333
1.004167,-1.379167,0.8166667
0.7,-1.258333,1.216667
0.025,-1.1125,1.45
-0.825,-0.8916667,1.508333
-1.195833,-0.5041667,1.3625
-1.4125,0.3208333,1.133333
-1.345833,0.9791667,0.7333333
-1.208333,1.216667,0.2625
-1.054167,1.375,-0.7083333
-0.7416667,1.254167,-1.125
-0.25,1.1625,-1.35
0.65,0.9791667,-1.508333
1.054167,0.6416667,-1.395833
1.341667,0.0375,-1.1875
1.441667,-0.8,-0.9208333
1.2625,-1.154167,-0.5083333
1.125,-1.370833,0.2625
0.925,-1.304167,0.9875
0.5458333,-1.2375,1.308333
-0.2666667,-1.108333,1.508333
-0.925,-0.8041667,1.475
-1.220833,-0.3375,1.341667
-1.483333,0.5625,1.1
-1.3375,0.9875,0.6625
-1.204167,1.266667,0.07083333
-1.016667,1.383333,-0.7958333
-0.7166667,1.279167,-1.170833
-0.0625,1.145833,-1.441667
0.7541667,0.9375,-1.5
1.166667,0.5791667,-1.3625
1.429167,-0.2125,-1.175
1.35,-0.9416667,-0.8166667
1.2375,-1.208333,-0.3333333
1.108333,-1.383333,0.6208333
0.8,-1.279167,1.108333
0.3125,-1.175,1.354167
-0.6333333,-0.9833333,1.533333
-1.041667,-0.6333333,1.416667
-1.3375,-0.01666667,1.204167
-1.445833,0.8083333,0.8875
