IsLa[a],IsLb[A],IsLc[A]
-0.5291667,-0.8833333,1.5125
-1.104167,-0.525,1.445833
-1.316667,-0.1,1.216667
-1.5375,0.7541667,0.8916667
-1.283333,1.1375,0.375
-1.05,1.3625,-0.1291667
-0.8208333,1.466667,-0.9708333
-0.4791667,1.208333,-1.2875
0.06666667,0.9916667,-1.4875
0.925,0.7583333,-1.55
1.258333,0.3958333,-1.304167
1.4625,-0.2958333,-1.045833
1.4,-1.025,-0.6708333
1.158333,-1.2375,-0.2208333
0.9708333,-1.420833,0.6291667
0.6625,-1.270833,1.104167
0.2458333,-1.129167,1.3375
-0.6416667,-0.9083333,1.55
-1.045833,-0.5208333,1.416667
-1.3,-0.02083333,1.191667
-1.5,0.8166667,0.875
-1.245833,1.1,0.3666667
-1.045833,1.320833,-0.3166667
-0.775,1.358333,-1.066667
-0.3666667,1.183333,-1.295833
0.4291667,0.9666667,-1.491667
1.095833,0.6166667,-1.433333
1.3,0.1583333,-1.208333
1.4875,-0.775,-0.9333333
1.2625,-1.183333,-0.3708333
1.045833,-1.304167,0.1625
0.7708333,-1.404167,1.041667
0.3875,-1.183333,1.254167
-0.1916667,-0.975,1.4375
-0.9916667,-0.6666667,1.5375
-1.254167,-0.2666667,1.329167
-1.483333,0.4291667,1.0
-1.408333,1.066667,0.5666667
-1.133333,1.3,0.1083333
-0.9,1.45,-0.7083333
-0.5958333,1.275,-1.2
-0.1958333,1.095833,-1.416667
0.7,0.8875,-1.554167
1.158333,0.5333333,-1.366667
1.383333,0.025,-1.145833
1.491667,-0.8916667,-0.8625
1.229167,-1.145833,-0.375
1.045833,-1.3625,0.2833333
0.8,-1.358333,1.025
0.4375,-1.2,1.279167
-0.2916667,-0.9916667,1.470833
-0.9375,-0.6833333,1.495833
-1.220833,-0.2916667,1.295833
-1.4625,0.55,1.016667
-1.3,1.033333,0.5333333
-1.108333,1.233333,0.02083333
-0.9083333,1.375,-0.9416667
-0.525,1.208333,-1.225
0.05416667,1.054167,-1.383333
0.9708333,0.8,-1.491667
1.225,0.35,-1.3
1.391667,-0.3958333,-1.0375
1.366667,-1.104167,-0.6208333
1.1375,-1.2625,-0.08333333
0.8916667,-1.408333,0.7666667
0.5333333,-1.2625,1.195833
0.1125,-1.079167,1.395833
-0.7708333,-0.8125,1.5375
-1.166667,-0.3958333,1.379167
-1.391667,0.09166667,1.1125
-1.520833,0.9791667,0.7708333
-1.220833,1.229167,0.2666667
-0.9875,1.404167,-0.3583333
-0.7166667,1.379167,-1.125
-0.375,1.175,-1.358333
0.3583333,0.9541667,-1.529167
1.029167,0.6708333,-1.466667
1.3,0.2666667,-1.254167
1.533333,-0.6,-0.9875
1.320833,-1.075,-0.5208333
1.1125,-1.316667,-0.05833333
0.9125,-1.425,0.8541667
0.5666667,-1.229167,1.195833
0.07916667,-1.070833,1.404167
-0.8166667,-0.8416667,1.545833
-1.1625,-0.4583333,1.358333
-1.375,0.2041667,1.104167
-1.379167,0.9791667,0.7416667
-1.183333,1.179167,0.2541667
-0.9958333,1.333333,-0.6
-0.6875,1.25,-1.1375
-0.2458333,1.133333,-1.3125
0.6958333,0.9166667,-1.483333
1.133333,0.5333333,-1.358333
1.341667,-0.02083333,-1.154167
1.483333,-0.9541667,-0.8375
1.2125,-1.208333,-0.275
0.9833333,-1.354167,0.3708333
0.7041667,-1.35,1.15
0.3,-1.15,1.345833
-0.4125,-0.9083333,1.491667
-1.108333,-0.5708333,1.466667
-1.333333,-0.1541667,1.233333
-1.520833,0.7125,0.925
-1.3,1.1625,0.425
-1.070833,1.341667,-0.05416667
-0.8333333,1.458333,-0.975
-0.4791667,1.225,-1.254167
0.025,1.054167,-1.4625
0.8916667,0.8,-1.55
1.216667,0.4291667,-1.329167
1.458333,-0.2,-1.0625
1.4375,-1.0,-0.7333333
1.183333,-1.241667,-0.2916667
0.9875,-1.420833,0.5125
0.7083333,-1.291667,1.116667
0.3208333,-1.154167,1.354167
-0.5541667,-0.9458333,1.529167
-1.0625,-0.5958333,1.408333
-1.3,-0.1041667,1.2125
-1.470833,0.8,0.95
-1.245833,1.104167,0.4458333
-1.070833,1.283333,-0.2
-0.8333333,1.329167,-1.0375
-0.45,1.1875,-1.266667
0.3125,0.9916667,-1.445833
1.045833,0.6958333,-1.429167
1.295833,0.25,-1.254167
1.479167,-0.625,-0.9583333
1.275,-1.170833,-0.475
1.075,-1.320833,0.0625
0.8375,-1.404167,0.9916667
0.45,-1.2,1.283333
-0.06666667,-1.004167,1.408333
-0.9833333,-0.725,1.529167
-1.241667,-0.3,1.316667
-1.433333,0.3416667,1.041667
-1.4375,1.108333,0.6333333
-1.166667,1.254167,0.1541667
-0.9333333,1.4375,-0.6333333
-0.625,1.291667,-1.183333
-0.2458333,1.116667,-1.4
0.6083333,0.9,-1.579167
1.120833,0.5666667,-1.4
1.383333,0.1125,-1.166667
1.541667,-0.8166667,-0.9041667
1.25,-1.166667,-0.4416667
1.058333,-1.375,0.1541667
0.8458333,-1.404167,1.008333
0.4958333,-1.208333,1.266667
-0.1916667,-1.025,1.475
-0.9541667,-0.7458333,1.4875
-1.225,-0.3416667,1.3125
-1.466667,0.4625,1.0375
-1.3,1.045833,0.6
-1.120833,1.245833,0.1083333
-0.9333333,1.375,-0.8125
-0.5875,1.183333,-1.220833
-0.0625,1.058333,-1.379167
0.8791667,0.8458333,-1.479167
1.229167,0.4458333,-1.308333
1.420833,-0.2125,-1.070833
1.391667,-1.091667,-0.7125
1.1625,-1.270833,-0.1916667
0.9416667,-1.395833,0.6333333
0.6041667,-1.2625,1.220833
0.2041667,-1.116667,1.383333
-0.6958333,-0.8541667,1.5375
-1.154167,-0.4541667,1.395833
-1.375,0.02083333,1.170833
-1.55,0.9041667,0.825
-1.233333,1.208333,0.2958333
-0.9958333,1.383333,-0.2666667
-0.7541667,1.4,-1.1
-0.4,1.1625,-1.3375
0.2375,0.9708333,-1.508333
1.0375,0.7083333,-1.479167
1.3,0.3333333,-1.25
1.520833,-0.475,-1.016667
1.325,-1.083333,-0.5958333
1.141667,-1.291667,-0.125
0.9375,-1.458333,0.7791667
0.6083333,-1.2375,1.170833
0.1375,-1.1,1.404167
-0.7541667,-0.8625,1.566667
-1.120833,-0.4958333,1.375
-1.383333,0.09583333,1.141667
-1.420833,0.925,0.8041667
-1.170833,1.1875,0.3458333
-1.0,1.358333,-0.425
-0.7416667,1.241667,-1.125
-0.3375,1.125,-1.345833
0.5625,0.9333333,-1.4875
1.129167,0.5833333,-1.345833
1.341667,0.1125,-1.2
1.504167,-0.8833333,-0.9041667
1.208333,-1.208333,-0.3666667
1.029167,-1.3625,0.2541667
0.75,-1.379167,1.125
0.3416667,-1.166667,1.329167
